strain	date	date_submitted	clade_membership	region	host	country	recency	lineage	author	accession	dinuc_context_fraction	GA_CT_fraction
MpxV/human/CAN/UN-NML-2844/2022	2022-05-14	2022-06-21	IIb	North America	Homo sapiens	Canada	Older	B.1	Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J.	ON803419		
MPXV-CH-38134631/2022	2022-05-19	2022-05-24	IIb	Europe	Homo sapiens	Switzerland	Older	B.1	Laubscher,F., Chudzinski,V., Schibler,M., Kaiser,L., Renzoni,A.	ON595760		
Slovenia-MPXV-24-2022	2022-07-01	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605566	1.00	0.50
Slovenia-MPXV-11-2022	2022-07-01	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605554		
MPX/PT0120/2022	2022-07-13	2022-08-17	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP245353	1.00	1.00
RNA_6f81vv	2022-08-09	2022-08-24	IIb	Europe	Homo sapiens	Slovakia	Older	B.1		OX297403		
RNA_pyesyu	2022-07-20	2022-08-07	IIb	Europe	Homo sapiens	Slovakia	Older	B.1		OX261749		
Monkeypox/PT0341/2022	2022-05-27	2022-09-12	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP414370		
Monkeypox/PT0010/2022	2022-05-15	2022-05-24	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Ferreira,R., Sobral,D., Nunes,A., Santos,J.D., Mixao,V., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Pelerito,A., Cordeiro,R., Gomes,J.P.	ON585036	1.00	1.00
MPXV/Germany/2022/ON/RKI510	2022-10-01	2022-10-20	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP689663	1.00	1.00
MPXV/Germany/2022/RKI195	2022-08-01	2022-08-17	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP215237		
hMPXV/Austria/MUW1540386/2022	2022-08-08	2022-09-13	IIb	Europe	Homo sapiens	Austria	Older	B.1	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	OP422343		
hMPXV/Austria/MUW1533948/2022	2022-07-13	2022-09-13	IIb	Europe	Homo sapiens	Austria	Older	B.1	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	OP422340		
MPXV/Germany/2022/RKI243	2022-08-01	2022-08-12	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A.	OP215206		
MpxV/Spain/MD-HGUGM-6642566/2022	2022-06-21	2022-07-06	IIb	Europe	Homo sapiens	Spain	Older	B.1	Palomino-Cabrera,R., Penas-Utrilla,D., Buenestado-Serrano,S., Perez-Lago,L., Herranz Martin,M., Veintimilla,C., Catalan,P., Munoz,P., Garcia de Viedma,D.	ON927243		
Monkeypox/PT0307/2022	2022-06-07	2022-09-12	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP414341		
Monkeypox/PT0241/2022	2022-06-21	2022-09-12	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP414285		
Monkeypox virus/Human/USA/CA-LACPHL-MA00218/2022	2022-10-05	2022-10-19	IIb	North America	Homo sapiens	USA	Older	B.1	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP680496		
Monkeypox virus/Human/USA/CA-LACPHL-MA00211/2022	2022-09-30	2022-10-19	IIb	North America	Homo sapiens	USA	Older	B.1	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP680489		1.00
Monkeypox virus/Human/USA/CA-LACPHL-MA00264/2022	2022-09-07	2022-11-01	IIb	North America	Homo sapiens	USA	Older	B.1	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP748950	1.00	1.00
MPXV/Human/USA/CA-CDPH-MPX000009/2022	2022-06-30	2022-10-04	IIb	North America	Homo sapiens	USA	Older	B.1	Probert,W., Espinosa,A., Kath,C., Haw,M., O'Neil,R., Bell,J., Hacker,J.	OP580156	1.00	1.00
Monkeypox/PT0591/2022	2022-09-13	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555658		1.00
Monkeypox/PT0136/2022	2022-07-10	2022-08-29	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP324459		
MPXV/Germany/2022/ON/RKI450	2022-09-01	2022-10-12	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP615327		
MPXV/Germany/2022/ON/RKI316	2022-09-01	2022-09-22	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP494263		
Monkeypox/PT0593/2022	2022-09-14	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555660		
MPXV/Germany/2022/RKI367	2022-09-30	2022-09-21	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP484688	0.50	0.50
Slovenia-MPXV-32-2022	2022-07-25	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605574		
Slovenia-MPXV-21-2022	2022-07-25	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605563		
hMPXV/Austria/MUW1533374/2022	2022-07-11	2022-08-03	IIb	Europe	Homo sapiens	Austria	Older	B.1	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	OP133004		
hMPXV/Austria/MUW1531848/2022	2022-07-05	2022-08-03	IIb	Europe	Homo sapiens	Austria	Older	B.1	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	OP133005		
MPXV/Germany/2022/RKI592	2022-10-01	2022-11-16	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP837354		
MPXV/Germany/2022/RKI571	2022-10-01	2022-11-03	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP764629		
MPXV/Germany/2022/RKI430	2022-09-01	2022-10-06	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP594194		
MPXV/Germany/2022/RKI263	2022-08-24	2022-08-17	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP215282	1.00	1.00
Monkeypox/PT0426/2022	2022-07-31	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555513		
Monkeypox/PT0373/2022	2022-07-05	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555469	1.00	1.00
RNA_613pzg	2022-07-25	2022-08-23	IIb	Europe	Homo sapiens	Slovakia	Older	B.1		OX291435		
RNA_4137vi	2022-07-25	2022-08-23	IIb	Europe	Homo sapiens	Slovakia	Older	B.1		OX291424		
RNA_3mjv89	2022-08-31	2022-09-15	IIb	Europe	Homo sapiens	Slovakia	Older	B.1		OX336038		
RNA_1zagge	2022-08-01	2022-08-23	IIb	Europe	Homo sapiens	Slovakia	Older	B.1		OX291694	1.00	0.75
Monkeypox/PT0575/2022	2022-09-06	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555646	1.00	1.00
Monkeypox/PT0571/2022	2022-09-05	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555642		
Monkeypox/PT0565/2022	2022-09-05	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555636		
MPXV/Germany/2022/ON/RKI449	2022-09-01	2022-10-12	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP615325	1.00	1.00
RNA_3es490	2022-07-25	2022-08-23	IIb	Europe	Homo sapiens	Slovakia	Older	B.1		OX291780		
RNA_19d8oi	2022-08-01	2022-08-23	IIb	Europe	Homo sapiens	Slovakia	Older	B.1		OX291676		1.00
Monkeypox/PT0269/2022	2022-06-15	2022-09-12	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP414309		
Monkeypox/PT0149/2022	2022-07-06	2022-08-29	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP324466		
Monkeypox/PT0171/2022	2022-07-02	2022-08-29	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP324486		
hMpxV/Human/USA/IL-RIPHL-MPXV_10006/2022	2022-08-08	2022-11-14	IIb	North America	Homo sapiens	USA	Older	B.1.13	Barbian,H., Green,S., Kunstman,K., Araujo Perez,F., Bobrovska,S., Hayden,M., Moore,N.	OP820455	1.00	1.00
MPXV-USA-IL-IDPH-059	2022-07-06	2022-09-27	IIb	North America	Homo sapiens	USA	Older	B.1.13	Gagnon,K.T.	OP536720		
MPXV/Germany/2022/RKI287	2022-08-31	2022-08-22	IIb	Europe	Homo sapiens	Germany	Older	B.1.13	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Friesen,J., Schaade,L., Nitsche,A.	OP270476	0.67	1.00
MPXV_USA_2022_NJ0005	2022-08-01	2022-10-20	IIb	North America	Homo sapiens	USA	Older	B.1.9	Gigante,C.M., Acheampong,E., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Morrison,S.S., Seabolt,M.H., Weigand,M.R., Knipe,K., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., McDermott,D., Li,Y.	OP687938	0.67	1.00
Monkeypox/PT0321/2022	2022-06-04	2022-09-12	IIb	Europe	Homo sapiens	Portugal	Older	B.1.9	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP414353	1.00	1.00
Monkeypox/PT0008/2022	2022-05-15	2022-05-24	IIb	Europe	Homo sapiens	Portugal	Older	B.1.9	Isidro,J., Borges,V., Pinto,M., Ferreira,R., Sobral,D., Nunes,A., Santos,J.D., Mixao,V., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Pelerito,A., Cordeiro,R., Gomes,J.P.	ON585038	1.00	1.00
MPXV/Germany/2022/RKI298	2022-08-31	2022-08-30	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP339855	0.83	1.00
MPXV/Germany/2022/RKI582	2022-06-15	2022-11-16	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP837344		
MPXV/Germany/2022/RKI090	2022-06-25	2022-06-27	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON853670	1.00	1.00
hMPXV/Austria/MUW1536480/2022	2022-07-22	2022-08-03	IIb	Europe	Homo sapiens	Austria	Older	B.1	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	OP133007	1.00	1.00
Monkeypox/PT0542/2022	2022-08-23	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555613	1.00	1.00
Monkeypox/PT0512/2022	2022-08-16	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555584	1.00	0.67
MPXV_UK_2022_3	2022-05-04	2022-05-27	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1	Groves,N., Osman,K.L., Lewandowski,K.S., Pullan,S.T., Carter,D.P., Crook,J.M., Myers,R., Vipond,R., Chand,M.	ON619837	1.00	1.00
MpxV/human/CAN/UN-NML-3164/2022	2022-05-29	2022-07-19	IIb	North America	Homo sapiens	Canada	Older	B.1	Duggan,A., Hole,D., Yadav,C., Knox,N., Chapel,M., Tyler,A., Haidl,E., Domselaar,G.V., Antonation,K., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Jolly,G., Fafard,J., Charest,H., Levade,I.	OP013002		
MpxV/human/CAN/UN-NML-2831/2022	2022-05-14	2022-07-19	IIb	North America	Homo sapiens	Canada	Older	B.1	Duggan,A., Hole,D., Yadav,C., Knox,N., Chapel,M., Tyler,A., Haidl,E., Domselaar,G.V., Antonation,K., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Jolly,G., Fafard,J., Charest,H., Levade,I.	OP013001	1.00	1.00
MpxV/human/USA/WA-UW-090134/2022	2022-09-01	2022-10-31	IIb	North America	Homo sapiens	USA	Older	B.1	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP743984	1.00	1.00
MpxV/human/USA/WA-UW-087291/2022	2022-08-01	2022-10-13	IIb	North America	Homo sapiens	USA	Older	B.1	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP628472		
MpxV/human/USA/WA-UW-106624/2022	2022-10-01	2022-10-31	IIb	North America	Homo sapiens	USA	Older	B.1	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP747062		
MpxV/human/USA/WA-UW-096136/2022	2022-09-17	2022-10-31	IIb	North America	Homo sapiens	USA	Older	B.1	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP743976		
9000220_NCPV_1703	2022-05-14	2022-09-09	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1	Burton,J., Easterbrook,L., Drinkwater,E., Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP394229		
MPX_rYdyAi_9000329	2022-08-01	2022-09-12	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415267		
MPX_UbfBKN_9000238	2022-07-30	2022-09-12	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415212		
MPXV/Germany/2022/RKI480	2022-07-01	2022-10-13	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP626118	1.00	1.00
MPXV/Germany/2022/RKI572	2022-06-30	2022-11-16	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP837334	1.00	1.00
MPXV/Germany/2022/RKI265	2022-08-01	2022-08-17	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP215284	1.00	1.00
MPXV/Germany/2022/RKI189	2022-08-01	2022-08-17	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP215231		
MPXV/Human/USA/CA-LACPHL-MA00294/2022	2022-10-06	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP890552		
VAC_INS_MPX_0958_L	2022-10-13	2022-11-14	IIb	South America	Homo sapiens	Colombia	Older	B.1	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP819952		
VAC_INS_MPX_1052_E	2022-10-25	2022-11-16	IIb	South America	Homo sapiens	Colombia	Older	B.1	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP837471		
VAC_INS_MPX_0965_EL	2022-10-12	2022-11-14	IIb	South America	Homo sapiens	Colombia	Older	B.1	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP819956		
VAC_INS_MPX_0965_HL	2022-10-12	2022-11-14	IIb	South America	Homo sapiens	Colombia	Older	B.1	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP819957	1.00	1.00
MPX/Human/USA/CA-LACPHL-MA00235/2022	2022-07-13	2022-10-27	IIb	North America	Homo sapiens	USA	Older	B.1	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP722494	1.00	1.00
MPXV_USA_2022_VA0003	2022-06-25	2022-08-26	IIb	North America	Homo sapiens	USA	Older	B.1	Gigante,C.M., Griffin-Thomas,L., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M.S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Crain,J., Li,Y.	OP303797		
MPXV/Human/USA/UT-UPHL-82200060/2024	2022-07-08	2022-10-31	IIb	North America	Homo sapiens	USA	Older	B.1	Iverson,T., Oakeson,K.F., Young,E.L., Wagner,J., Hergert,J.	OP743360		
MPXV_USA_2022_VA0007	2022-06-25	2022-09-06	IIb	North America	Homo sapiens	USA	Older	B.1	Gigante,C.M., Griffin-Thomas,L., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Crain,J., Li,Y.	OP378710		
MPXV_USA_2022_VA0008	2022-06-25	2022-09-06	IIb	North America	Homo sapiens	USA	Older	B.1	Gigante,C.M., Griffin-Thomas,L., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Crain,J., Li,Y.	OP378711		
MPXV/Human/USA/CA-LACPHL-MA00346/2022	2022-10-05	2022-11-30	IIb	North America	Homo sapiens	USA	One month ago	B.1	Hemarajata,P., Green,N.M., Garrigues,J.	OP920684	1.00	0.88
Monkeypox/PT0424/2022	2022-08-01	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555512		
Monkeypox/PT0435/2022	2022-08-02	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555520		
Monkeypox/PT0574/2022	2022-09-06	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555645		
Monkeypox/PT0534/2022	2022-08-23	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555605		
MPXV/ITM_pt_05/Belgium/30-May-2022	2022-05-30	2022-08-04	IIb	Europe	Homo sapiens	Belgium	Older	B.1	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P.	OP144215		
MPXV/ITM_pt_24/Belgium/16-Jun-2022	2022-06-16	2022-08-04	IIb	Europe	Homo sapiens	Belgium	Older	B.1	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P.	OP144213		
MPXV/ITM_pt_07/Belgium/30-May-2022	2022-05-30	2022-08-04	IIb	Europe	Homo sapiens	Belgium	Older	B.1	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P.	OP144216		
MPXV/ITM_pt_09/Belgium/2-Jun-2022	2022-06-02	2022-08-04	IIb	Europe	Homo sapiens	Belgium	Older	B.1	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P.	OP144217	1.00	1.00
