strain_country_date	accession	date	region_coarse	country	strain
CUN_INS_MPX_0748_L_Colombia_2022-09-03	OP693655	2022-09-03	South America	Colombia	CUN_INS_MPX_0748_L
LIM-INS-010_Peru_2022-07-02	OP320549	2022-07-02	South America	Peru	LIM-INS-010
LIM-INS-003_Peru_2022-06-27	OP289783	2022-06-27	South America	Peru	LIM-INS-003
ANT-LDSP-ANT-MPX-22752-O_Colombia_2022-08-18	OP431402	2022-08-18	South America	Colombia	ANT-LDSP-ANT-MPX-22752-O
LIM-INS-013_Peru_2022-07-08	OP320553	2022-07-08	South America	Peru	LIM-INS-013
LIM-INS008_Peru_2022-07-01	OP320548	2022-07-01	South America	Peru	LIM-INS008
LIM-INS-021_Peru_2022-07-09	OP320555	2022-07-09	South America	Peru	LIM-INS-021
LIM-INS-015_Peru_2022-07-09	OP320550	2022-07-09	South America	Peru	LIM-INS-015
LIM-INS-018_Peru_2022-07-09	OP320551	2022-07-09	South America	Peru	LIM-INS-018
LIM-INS-001_Peru_2022-06-25	OP289782	2022-06-25	South America	Peru	LIM-INS-001
ANT-LDSP-ANT-MPX-26719E_Colombia_2022-09-29	OP881939	2022-09-29	South America	Colombia	ANT-LDSP-ANT-MPX-26719E
ANT-LDSP-ANT-MPX-24725-L_Colombia_2022-09-08	OP642380	2022-09-08	South America	Colombia	ANT-LDSP-ANT-MPX-24725-L
hMPXV/Austria/MUW1531254/2022_Austria_2022-07-04	OP019277	2022-07-04	Western Europe	Austria	hMPXV/Austria/MUW1531254/2022
Monkeypox/PT0395/2022_Portugal_2022-07-13	OP555491	2022-07-13	Southern Europe	Portugal	Monkeypox/PT0395/2022
Monkeypox/PT0134/2022_Portugal_2022-07-11	OP324457	2022-07-11	Southern Europe	Portugal	Monkeypox/PT0134/2022
MPX/PT0065/2022_Portugal_2022-07-27	OP245319	2022-07-27	Southern Europe	Portugal	MPX/PT0065/2022
MpxV/human/CAN/UN-NML-3672/2022_Canada_2022-06-11	OP013014	2022-06-11	North America	Canada	MpxV/human/CAN/UN-NML-3672/2022
MpxV/human/CAN/UN-NML-4150/2022_Canada_2022-07-05	OP279046	2022-07-05	North America	Canada	MpxV/human/CAN/UN-NML-4150/2022
MpxV/human/CAN/UN-NML-3976/2022_Canada_2022-07-04	OP270024	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-3976/2022
MpxV/human/CAN/UN-NML-3147/2022_Canada_2022-05-27	ON880528	2022-05-27	North America	Canada	MpxV/human/CAN/UN-NML-3147/2022
MpxV/human/CAN/UN-NML-2846/2022_Canada_2022-05-19	ON803420	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2846/2022
MpxV/human/CAN/UN-NML-3542/2022_Canada_2022-06-07	OP013006	2022-06-07	North America	Canada	MpxV/human/CAN/UN-NML-3542/2022
MpxV/human/CAN/UN-NML-3607/2022_Canada_2022-06-09	OP013010	2022-06-09	North America	Canada	MpxV/human/CAN/UN-NML-3607/2022
MpxV/human/CAN/UN-NML-3907/2022_Canada_2022-06-27	OP062231	2022-06-27	North America	Canada	MpxV/human/CAN/UN-NML-3907/2022
MpxV/human/CAN/UN-NML-3450/2022_Canada_2022-06-03	ON880549	2022-06-03	North America	Canada	MpxV/human/CAN/UN-NML-3450/2022
MpxV/human/CAN/UN-NML-3657/2022_Canada_2022-06-10	OP013012	2022-06-10	North America	Canada	MpxV/human/CAN/UN-NML-3657/2022
MpxV/human/CAN/UN-NML-4024/2022_Canada_2022-07-05	OP270027	2022-07-05	North America	Canada	MpxV/human/CAN/UN-NML-4024/2022
MpxV/human/CAN/UN-NML-4014/2022_Canada_2022-07-05	OP270025	2022-07-05	North America	Canada	MpxV/human/CAN/UN-NML-4014/2022
MpxV/human/CAN/UN-NML-3257/2022_Canada_2022-05-30	ON880533	2022-05-30	North America	Canada	MpxV/human/CAN/UN-NML-3257/2022
MpxV/human/CAN/UN-NML-3975/2022_Canada_2022-07-04	OP270023	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-3975/2022
MpxV/human/CAN/UN-NML-3971/2022_Canada_2022-07-04	OP270021	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-3971/2022
MpxV/human/CAN/UN-NML-4050/2022_Canada_2022-07-11	OP226139	2022-07-11	North America	Canada	MpxV/human/CAN/UN-NML-4050/2022
ANT-LDSP-ANT-MPX-24561-E_Colombia_2022-09-07	OP642395	2022-09-07	South America	Colombia	ANT-LDSP-ANT-MPX-24561-E
CUN_INS_MPX_0649_C_Colombia_2022-08-23	OP693651	2022-08-23	South America	Colombia	CUN_INS_MPX_0649_C
DC_INS_MPX_0719_L_Colombia_2022-08-29	OP693653	2022-08-29	South America	Colombia	DC_INS_MPX_0719_L
hMpxV/UK/LMO-029a/2022_UnitedKingdom_2022-07-07	OP390195	2022-07-07	Western Europe	United Kingdom	hMpxV/UK/LMO-029a/2022
SAN_INS_MPX_0971_L_Colombia_2022-10-11	OP819959	2022-10-11	South America	Colombia	SAN_INS_MPX_0971_L
ANT-LDSP-ANT-MPX-23596-O_Colombia_2022-08-29	OP459211	2022-08-29	South America	Colombia	ANT-LDSP-ANT-MPX-23596-O
DC_INS_MPX-1119-H_Colombia_2022-10-24	OQ197862	2022-10-24	South America	Colombia	DC_INS_MPX-1119-H
DC_INS_MPX-1118-H_Colombia_2022-10-20	OQ197861	2022-10-20	South America	Colombia	DC_INS_MPX-1118-H
LBMB-UTP_MP-021_VAC_Colombia_2022-11-11	OQ148473	2022-11-11	South America	Colombia	LBMB-UTP_MP-021_VAC
ANT-LDSP-ANT-MPX-24594-L_Colombia_2022-09-07	OP642378	2022-09-07	South America	Colombia	ANT-LDSP-ANT-MPX-24594-L
ANT-LDSP-ANT-MPX-24537-E_Colombia_2022-09-07	OP642394	2022-09-07	South America	Colombia	ANT-LDSP-ANT-MPX-24537-E
VAC_INS_MPX_0960_C_Colombia_2022-10-15	OP819954	2022-10-15	South America	Colombia	VAC_INS_MPX_0960_C
ANT-LDSP-ANT-MPX-24922E_Colombia_2022-09-09	OP642397	2022-09-09	South America	Colombia	ANT-LDSP-ANT-MPX-24922E
VAC_INS_MPX_1050_E_Colombia_2022-10-26	OP837470	2022-10-26	South America	Colombia	VAC_INS_MPX_1050_E
VAC_INS_MPX_1050_C_Colombia_2022-10-26	OP837481	2022-10-26	South America	Colombia	VAC_INS_MPX_1050_C
LBMB-UTP_MP-014_VAC_Colombia_2022-11-11	OQ148468	2022-11-11	South America	Colombia	LBMB-UTP_MP-014_VAC
VAC_INS_MPX_0957_HO_Colombia_2022-10-15	OP819951	2022-10-15	South America	Colombia	VAC_INS_MPX_0957_HO
ANT-LDSP-ANT-MPX-28292C_Colombia_2022-10-13	OQ261702	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28292C
VAC_INS_MPX_0962_C_Colombia_2022-10-13	OP819955	2022-10-13	South America	Colombia	VAC_INS_MPX_0962_C
VAC_INS_MPX_0955_C_Colombia_2022-10-11	OP819949	2022-10-11	South America	Colombia	VAC_INS_MPX_0955_C
MpxV/Spain/MD-HGUGM-6532064/2022_Spain_2022-05-27	ON720849	2022-05-27	Southern Europe	Spain	MpxV/Spain/MD-HGUGM-6532064/2022
MPXV/ES0001/HUGTiP/2022_Spain_2022-05-20	ON622718	2022-05-20	Southern Europe	Spain	MPXV/ES0001/HUGTiP/2022
ANT-LDSP-ANT-MPX-23631-L_Colombia_2022-08-30	OP459214	2022-08-30	South America	Colombia	ANT-LDSP-ANT-MPX-23631-L
ANT-LDSP-ANT-MPX-23267-O_Colombia_2022-08-23	OP477454	2022-08-23	South America	Colombia	ANT-LDSP-ANT-MPX-23267-O
MPXV_USA_2022_FL0015_USA_2022-06-30	OP303778	2022-06-30	North America	USA	MPXV_USA_2022_FL0015
MPXV_USA_2022_TN0002_USA_2022-07-01	OP450996	2022-07-01	North America	USA	MPXV_USA_2022_TN0002
MpxV/human/USA/OH-UW-078962/2022_USA_2022-07-14	OP442939	2022-07-14	North America	USA	MpxV/human/USA/OH-UW-078962/2022
MpxV/human/USA/WA-UW-092889/2022_USA_2022-09-01	OP681774	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-092889/2022
MpxV/human/USA/WA-UW-091243/2022_USA_2022-09-01	OP681773	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-091243/2022
MPXV/Germany/2022/ON/RKI644_Germany_2022-08-01	OQ159039	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI644
MPXV/Germany/2022/RKI177_Germany_2022-07-01	OP018602	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI177
MPXV/Germany/2022/RKI275_Germany_2022-08-31	OP263630	2022-08-31	Western Europe	Germany	MPXV/Germany/2022/RKI275
MPXV/Germany/2022/RKI203_Germany_2022-08-01	OP215211	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI203
hMpxV/UK/LMO-026a/2022_UnitedKingdom_2022-07-01	OP390194	2022-07-01	Western Europe	United Kingdom	hMpxV/UK/LMO-026a/2022
hMPX/USA/CA-LACPHL-MA00176/2022_USA_2022-08-02	OP580609	2022-08-02	North America	USA	hMPX/USA/CA-LACPHL-MA00176/2022
MPXV_UK_2022_9000183_UnitedKingdom_2022-06-29	OP331337	2022-06-29	Western Europe	United Kingdom	MPXV_UK_2022_9000183
MPXV/Germany/2022/RKI190_Germany_2022-08-01	OP215232	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI190
MPXV/Germany/2022/RKI217_Germany_2022-08-01	OP215216	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI217
MPXV/Germany/2022/ON/RKI650_Germany_2022-08-23	OQ159045	2022-08-23	Western Europe	Germany	MPXV/Germany/2022/ON/RKI650
MPXV/Germany/2022/RKI213_Germany_2022-08-18	OP215215	2022-08-18	Western Europe	Germany	MPXV/Germany/2022/RKI213
MPXV/Germany/2022/RKI521_Germany_2022-06-30	OP689674	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI521
MPXV/Germany/2022/RKI223_Germany_2022-08-01	OP215219	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI223
hMpxV/Switzerland/ZH-UZH-IMV-3ba64538/2022_Switzerland_2022-06-02	ON792322	2022-06-02	Western Europe	Switzerland	hMpxV/Switzerland/ZH-UZH-IMV-3ba64538/2022
MPXV/Germany/2022/ON/RKI664_Germany_2022-05-19	OQ274883	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/ON/RKI664
MPXV/Germany/2022/ON/RKI638_Germany_2022-08-01	OQ159033	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI638
MPXV/Germany/2022/ON/RKI663_Germany_2022-05-19	OQ274882	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/ON/RKI663
MPXV/Germany/2022/ON/RKI665_Germany_2022-05-19	OQ274884	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/ON/RKI665
MPXV/Germany/2022/ON/RKI662_Germany_2022-05-19	OQ274881	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/ON/RKI662
MPXV/Germany/2022/ON/RKI667_Germany_2022-05-19	OQ274886	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/ON/RKI667
MPXV/Germany/2022/ON/RKI666_Germany_2022-05-19	OQ274885	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/ON/RKI666
hMPXV-CH-38347314/2022_Switzerland_2022-06-08	OP783902	2022-06-08	Western Europe	Switzerland	hMPXV-CH-38347314/2022
INMI-Pt4_Italy_2022-05-21	ON780017	2022-05-21	Southern Europe	Italy	INMI-Pt4
MPXV_USA_2022_GA001_USA_2022-05-19	OP150925	2022-05-19	North America	USA	MPXV_USA_2022_GA001
Monkeypox/PT0579/2022_Portugal_2022-09-10	OP555650	2022-09-10	Southern Europe	Portugal	Monkeypox/PT0579/2022
MPXV/Germany/2022/RKI440_Germany_2022-09-09	OP594204	2022-09-09	Western Europe	Germany	MPXV/Germany/2022/RKI440
MPXV/Germany/2022/RKI529_Germany_2022-07-31	OP689682	2022-07-31	Western Europe	Germany	MPXV/Germany/2022/RKI529
Monkeypox/PT0378/2022_Portugal_2022-07-06	OP555474	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0378/2022
Monkeypox/PT0527/2022_Portugal_2022-08-19	OP555598	2022-08-19	Southern Europe	Portugal	Monkeypox/PT0527/2022
Monkeypox/PT0515/2022_Portugal_2022-08-16	OP555586	2022-08-16	Southern Europe	Portugal	Monkeypox/PT0515/2022
Monkeypox/PT0471/2022_Portugal_2022-08-08	OP555550	2022-08-08	Southern Europe	Portugal	Monkeypox/PT0471/2022
SIC-AOUP-UNIPA_VL_9aug_Italy_2022-08-09	OP358276	2022-08-09	Southern Europe	Italy	SIC-AOUP-UNIPA_VL_9aug
MPX/PT0061/2022_Portugal_2022-08-01	OP245315	2022-08-01	Southern Europe	Portugal	MPX/PT0061/2022
ANT-LDSP-ANT-MPX-28220C_Colombia_2022-10-13	OQ261700	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28220C
BOL-UNIMOL-MPX-293633-L_Colombia_2022-11-15	OP959063	2022-11-15	South America	Colombia	BOL-UNIMOL-MPX-293633-L
MPXV22/human/USA-NE-83_USA_2022-07-27	OP314957	2022-07-27	North America	USA	MPXV22/human/USA-NE-83
MPXV-USA-IL-IDPH-052_USA_2022-06-25	OP536713	2022-06-25	North America	USA	MPXV-USA-IL-IDPH-052
BOL-UNIMOL-MPX-293614-L_Colombia_2022-11-11	OP959062	2022-11-11	South America	Colombia	BOL-UNIMOL-MPX-293614-L
BOL-UNIMOL-MPX-293772-L_Colombia_2022-11-17	OP959064	2022-11-17	South America	Colombia	BOL-UNIMOL-MPX-293772-L
MPXV_USA_2022_IL0024_USA_2022-06-17	OP225964	2022-06-17	North America	USA	MPXV_USA_2022_IL0024
MPXV_USA_2022_IA0003_USA_2022-09-12	OQ054222	2022-09-12	North America	USA	MPXV_USA_2022_IA0003
LBMB-UTP_MP-013_VAC_Colombia_2022-11-11	OQ148469	2022-11-11	South America	Colombia	LBMB-UTP_MP-013_VAC
LBMB-UTP_MP-001_QUI_Colombia_2022-09-14	OQ107058	2022-09-14	South America	Colombia	LBMB-UTP_MP-001_QUI
CUN_INS_MPX_0751_C_Colombia_2022-09-10	OP693656	2022-09-10	South America	Colombia	CUN_INS_MPX_0751_C
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00364/2022_USA_2022-10-11	OQ330984	2022-10-11	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00364/2022
MPXV/Human/USA/CA-LACPHL-MA00324/2022_USA_2022-10-26	OP890529	2022-10-26	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00324/2022
MPXV_USA_2022_IN0005_USA_2022-06-30	OP603011	2022-06-30	North America	USA	MPXV_USA_2022_IN0005
MPXV-USA-IL-IDPH-065_USA_2022-06-27	OP536726	2022-06-27	North America	USA	MPXV-USA-IL-IDPH-065
MPXV-USA-IL-IDPH-037_USA_2022-06-17	OP536698	2022-06-17	North America	USA	MPXV-USA-IL-IDPH-037
MpxV/human/USA/WA-UW-085684/2022_USA_2022-08-31	OP257259	2022-08-31	North America	USA	MpxV/human/USA/WA-UW-085684/2022
MAG-UNIMOL-MPX-292982-L_Colombia_2022-08-20	OP390178	2022-08-20	South America	Colombia	MAG-UNIMOL-MPX-292982-L
ANT-LDSP-ANT-MPX-25390E_Colombia_2022-09-12	OP642416	2022-09-12	South America	Colombia	ANT-LDSP-ANT-MPX-25390E
MPXV/Human/USA/CA-LACPHL-MA00297/2022_USA_2022-09-30	OP890531	2022-09-30	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00297/2022
MPXV/Human/USA/CA-LACPHL-MA00296/2022_USA_2022-10-04	OP890530	2022-10-04	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00296/2022
MPXV_USA_2022_NY0493_USA_2022-08-01	OP526855	2022-08-01	North America	USA	MPXV_USA_2022_NY0493
MPX/Human/USA/CA-LACPHL-MA00206/2022_USA_2022-09-13	OP615279	2022-09-13	North America	USA	MPX/Human/USA/CA-LACPHL-MA00206/2022
hMPX/Human/USA/CA-LACPHL-MA00075/2022_USA_2022-08-16	OP442558	2022-08-16	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00075/2022
MpxV/human/USA/WA-UW-095681/2022_USA_2022-09-25	OP743988	2022-09-25	North America	USA	MpxV/human/USA/WA-UW-095681/2022
MpxV/human/USA/WA-UW-091072/2022_USA_2022-09-25	OP715788	2022-09-25	North America	USA	MpxV/human/USA/WA-UW-091072/2022
MpxV/human/USA/WA-UW-095970/2022_USA_2022-09-25	OP747055	2022-09-25	North America	USA	MpxV/human/USA/WA-UW-095970/2022
MpxV/human/USA/WA-UW-099479/2022_USA_2022-09-25	OP743968	2022-09-25	North America	USA	MpxV/human/USA/WA-UW-099479/2022
hMPX/USA/CA-LACPHL-MA00179/2022_USA_2022-09-20	OP580612	2022-09-20	North America	USA	hMPX/USA/CA-LACPHL-MA00179/2022
MpxV/human/USA/WA-UW-084166/2022_USA_2022-07-23	OP628456	2022-07-23	North America	USA	MpxV/human/USA/WA-UW-084166/2022
MPXV/Human/USA/CA-LACPHL-MA00309/2022_USA_2022-11-09	OP890566	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00309/2022
MPXV/Human/USA/CA-LACPHL-MA00336/2022_USA_2022-11-09	OP890564	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00336/2022
MPXV/Human/USA/CA-LACPHL-MA00330/2022_USA_2022-11-09	OP890558	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00330/2022
MPXV/Human/USA/CA-LACPHL-MA00333/2022_USA_2022-11-09	OP890561	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00333/2022
MPXV/Human/USA/CA-LACPHL-MA00348/2022_USA_2022-10-06	OP920686	2022-10-06	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00348/2022
MPXV/Human/USA/CA-LACPHL-MA00334/2022_USA_2022-11-09	OP890562	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00334/2022
MPXV/Human/USA/CA-LACPHL-MA00335/2022_USA_2022-11-09	OP890563	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00335/2022
MPXV/Human/USA/CA-LACPHL-MA00314/2022_USA_2022-11-09	OP890571	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00314/2022
MPXV/Human/USA/CA-LACPHL-MA00312/2022_USA_2022-11-09	OP890569	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00312/2022
MPXV/Human/USA/CA-LACPHL-MA00329/2022_USA_2022-11-09	OP890557	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00329/2022
MPXV/Human/USA/CA-LACPHL-MA00328/2022_USA_2022-11-09	OP890556	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00328/2022
MPXV/Human/USA/CA-LACPHL-MA00313/2022_USA_2022-11-09	OP890570	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00313/2022
MPXV/Human/USA/CA-LACPHL-MA00325/2022_USA_2022-11-09	OP890553	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00325/2022
MPXV/Human/USA/CA-LACPHL-MA00316/2022_USA_2022-11-09	OP890573	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00316/2022
MPXV/Human/USA/CA-LACPHL-MA00317/2022_USA_2022-11-09	OP890574	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00317/2022
MPXV/Human/USA/CA-LACPHL-MA00319/2022_USA_2022-11-09	OP890576	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00319/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00391/2022_USA_2022-12-19	OQ330999	2022-12-19	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00391/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00401/2022_USA_2022-12-19	OQ331000	2022-12-19	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00401/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00400/2022_USA_2022-12-19	OQ330998	2022-12-19	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00400/2022
MPXV/Human/USA/CA-LACPHL-MA00315/2022_USA_2022-11-09	OP890572	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00315/2022
MPXV/Human/USA/CA-LACPHL-MA00331/2022_USA_2022-11-09	OP890559	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00331/2022
MPXV/Human/USA/CA-LACPHL-MA00326/2022_USA_2022-11-09	OP890554	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00326/2022
MPXV/Human/USA/CA-LACPHL-MA00318/2022_USA_2022-11-09	OP890575	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00318/2022
MPXV/Human/USA/CA-LACPHL-MA00311/2022_USA_2022-11-09	OP890568	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00311/2022
MPXV/Human/USA/CA-LACPHL-MA00308/2022_USA_2022-11-09	OP890565	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00308/2022
MPXV/Human/USA/CA-LACPHL-MA00332/2022_USA_2022-11-09	OP890560	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00332/2022
MPXV/Human/USA/CA-LACPHL-MA00327/2022_USA_2022-11-09	OP890555	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00327/2022
MPXV/Human/USA/CA-LACPHL-MA00320/2022_USA_2022-11-09	OP890577	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00320/2022
MPXV/Human/USA/CA-LACPHL-MA00310/2022_USA_2022-11-09	OP890567	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00310/2022
MpxV/human/CAN/UN-NML-2836/2022_Canada_2022-05-17	ON803417	2022-05-17	North America	Canada	MpxV/human/CAN/UN-NML-2836/2022
ATL-UNIMOL-MPX-292896-L_Colombia_2022-08-13	OP390177	2022-08-13	South America	Colombia	ATL-UNIMOL-MPX-292896-L
MpxV/human/CAN/UN-NML-3253/2022_Canada_2022-05-30	ON880532	2022-05-30	North America	Canada	MpxV/human/CAN/UN-NML-3253/2022
MpxV/human/CAN/UN-NML-2833/2022_Canada_2022-05-13	ON880519	2022-05-13	North America	Canada	MpxV/human/CAN/UN-NML-2833/2022
hMpxV/USA/CA-CDPH-000052/2022_USA_2022-07-21	OP863227	2022-07-21	North America	USA	hMpxV/USA/CA-CDPH-000052/2022
MpxV/human/USA/WA-UW-093570/2022_USA_2022-09-01	OP628490	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-093570/2022
hMPX/Human/USA/CA-LACPHL-MA00086/2022_USA_2022-08-01	OP442553	2022-08-01	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00086/2022
hMPX/Human/USA/CA-LACPHL-MA00097/2022_USA_2022-08-03	OP442565	2022-08-03	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00097/2022
MPXV/Human/USA/CA-LACPHL-MA00304/2022_USA_2022-09-29	OP890538	2022-09-29	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00304/2022
MPXV/Human/USA/CA-LACPHL-MA00305/2022_USA_2022-09-28	OP890539	2022-09-28	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00305/2022
MpxV/human/CAN/UN-NML-4125/2022_Canada_2022-06-29	OP279041	2022-06-29	North America	Canada	MpxV/human/CAN/UN-NML-4125/2022
hMpxV/USA/CA-CDPH-000051/2022_USA_2022-07-21	OP863226	2022-07-21	North America	USA	hMpxV/USA/CA-CDPH-000051/2022
MpxV/human/CAN/UN-NML-4119/2022_Canada_2022-07-04	OP279049	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-4119/2022
MpxV/human/CAN/UN-NML-4142/2022_Canada_2022-07-02	OP279044	2022-07-02	North America	Canada	MpxV/human/CAN/UN-NML-4142/2022
MpxV/human/CAN/UN-NML-3582/2022_Canada_2022-06-08	OP013008	2022-06-08	North America	Canada	MpxV/human/CAN/UN-NML-3582/2022
MPXV22/human/USA-OK-180_USA_2022-08-17	OP484341	2022-08-17	North America	USA	MPXV22/human/USA-OK-180
MpxV/human/CAN/UN-NML-4138/2022_Canada_2022-06-28	OP279042	2022-06-28	North America	Canada	MpxV/human/CAN/UN-NML-4138/2022
MpxV/human/CAN/UN-NML-4122/2022_Canada_2022-07-03	OP279040	2022-07-03	North America	Canada	MpxV/human/CAN/UN-NML-4122/2022
MpxV/human/CAN/UN-NML-4152/2022_Canada_2022-07-04	OP279047	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-4152/2022
MpxV/human/CAN/UN-NML-4114/2022_Canada_2022-06-27	OP279038	2022-06-27	North America	Canada	MpxV/human/CAN/UN-NML-4114/2022
MpxV/human/CAN/UN-NML-4097/2022_Canada_2022-07-04	OP279034	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-4097/2022
MpxV/human/CAN/UN-NML-3467/2022_Canada_2022-06-02	ON880515	2022-06-02	North America	Canada	MpxV/human/CAN/UN-NML-3467/2022
MpxV/human/CAN/UN-NML-4103/2022_Canada_2022-07-04	OP279035	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-4103/2022
MpxV/human/CAN/UN-NML-4057/2022_Canada_2022-07-08	OP270029	2022-07-08	North America	Canada	MpxV/human/CAN/UN-NML-4057/2022
MpxV/human/CAN/UN-NML-3936/2022_Canada_2022-06-30	OP062236	2022-06-30	North America	Canada	MpxV/human/CAN/UN-NML-3936/2022
MpxV/human/CAN/UN-NML-3071/2022_Canada_2022-05-27	ON880507	2022-05-27	North America	Canada	MpxV/human/CAN/UN-NML-3071/2022
MpxV/human/CAN/UN-NML-3407/2022_Canada_2022-06-04	ON880513	2022-06-04	North America	Canada	MpxV/human/CAN/UN-NML-3407/2022
MpxV/human/CAN/UN-NML-3725/2022_Canada_2022-06-16	ON983167	2022-06-16	North America	Canada	MpxV/human/CAN/UN-NML-3725/2022
MpxV/human/CAN/UN-NML-2928/2022_Canada_2022-05-21	ON803413	2022-05-21	North America	Canada	MpxV/human/CAN/UN-NML-2928/2022
hMpxV/USA/CA-CDPH-1000083/2022_USA_2022-06-13	OQ121037	2022-06-13	North America	USA	hMpxV/USA/CA-CDPH-1000083/2022
MpxV/human/CAN/UN-NML-4155/2022_Canada_2022-06-29	OP279048	2022-06-29	North America	Canada	MpxV/human/CAN/UN-NML-4155/2022
MpxV/human/CAN/UN-NML-2930/2022_Canada_2022-05-21	ON803414	2022-05-21	North America	Canada	MpxV/human/CAN/UN-NML-2930/2022
MpxV/human/CAN/UN-NML-4094/2022_Canada_2022-07-06	OP279033	2022-07-06	North America	Canada	MpxV/human/CAN/UN-NML-4094/2022
MpxV/human/CAN/UN-NML-3293/2022_Canada_2022-06-01	ON983159	2022-06-01	North America	Canada	MpxV/human/CAN/UN-NML-3293/2022
hMpxV/UK/LMO-022a/2022_UnitedKingdom_2022-06-24	OP390191	2022-06-24	Western Europe	United Kingdom	hMpxV/UK/LMO-022a/2022
hMpxV/UK/LMO-010a/2022_UnitedKingdom_2022-06-21	OP390189	2022-06-21	Western Europe	United Kingdom	hMpxV/UK/LMO-010a/2022
MpxV/human/CAN/UN-NML-4144/2022_Canada_2022-07-04	OP279045	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-4144/2022
