# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Nov 09 17:15:22 PST 2022 [seed=1668042916828]
# -threads 10 -save_every 2000000 -beagle 235hmpxv_logistic.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	logistic.popSize	logistic.growthRate	logistic.t50	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
30875000	-29470.41013468074	-547.8007317892262	-28922.609402891514	0.7065780287602064	2022.0906822452123	33.02102697016481	12.939799680364844	16.043134843908444	0.39736731629964717	24.086985060447926	0.33133154730453684	0.1634453531966806	0.17488682507492054	0.3303362744238652	0.05144944870178597	5.374734847542717E-4	5.374734847542716E-4	-28922.609402891514	0.0	-525.0392947805809
30900000	-29533.575067962312	-587.6727178077747	-28945.902350154538	0.7743772142654873	2022.022883059707	37.171229527964364	20.08368089718986	14.49015191455841	0.3681555398303608	29.71419617898147	0.33294587881173177	0.16800814519611063	0.16870021577753663	0.33034576021462403	0.18633984120537114	4.793989958515166E-4	4.7939899585151537E-4	-28945.902350154538	0.0	-565.237672769882
30925000	-29524.812252105006	-583.3257181592063	-28941.4865339458	0.798583776448202	2021.9986764975245	35.743446071040744	11.14366157352019	14.474104714238667	0.4391550798423567	33.01675399065761	0.3369984124494516	0.17007248436639508	0.16088098749741842	0.33204811568673803	0.30625831085473176	5.466225517316341E-4	5.466225517316344E-4	-28941.4865339458	0.0	-560.9856611532497
30950000	-29536.72213516939	-599.1118314974141	-28937.610303671976	0.7076777406761936	2022.0895825332964	38.05382424209796	14.703791274834622	19.61086387845427	0.44605771100216	19.690931045135535	0.3261496397274815	0.1671919485649409	0.17034694389174113	0.33631146781583965	0.2883747197649323	4.690482733487599E-4	4.690482733487597E-4	-28937.610303671976	0.0	-572.650903567571
30975000	-29544.5258664515	-603.3055662310642	-28941.220300220433	0.7090270990041376	2022.0882331749685	39.51554680735263	22.625869281444015	16.594329243523173	0.3916484704174442	28.469303564020326	0.33397764194594454	0.16664171551407683	0.17060384168846485	0.32877680085151706	0.19970896670048094	4.6183183976066243E-4	4.6183183976066265E-4	-28941.220300220433	0.0	-578.7281406850802
31000000	-29565.580446245756	-618.6596821635437	-28946.920764082213	0.7697057947411332	2022.0275544792314	41.48459656973963	23.698901177339017	17.26211211093893	0.40076054709166903	23.757638745886023	0.3275539567829594	0.16793982610142483	0.17592731866180603	0.32857889845381305	0.5505149045452221	4.601671096670123E-4	4.6016710966701173E-4	-28946.920764082213	0.0	-593.1089462009772
31025000	-29558.2109994315	-626.704232174037	-28931.506767257462	0.8525651986058965	2021.9446950753668	40.4460596578623	20.193792990495716	16.48790931938686	0.43534223468431693	35.098299693093296	0.3307124962753109	0.16618396615365383	0.16594329061582072	0.33716024695521785	0.4140657123129655	4.561519401744647E-4	4.561519401744653E-4	-28931.506767257462	0.0	-601.3802143925669
31050000	-29528.720160219793	-596.6552161247167	-28932.064944095076	0.794026551229117	2022.0032337227435	37.72501670643325	13.158064345577678	18.084864363713205	0.4616117969254461	17.99705281070345	0.32813787391484617	0.16541907606033388	0.17096931947185134	0.3354737305529718	0.20756304844211856	5.320482227107297E-4	5.320482227107298E-4	-28932.064944095076	0.0	-572.1943365833988
31075000	-29547.00749967553	-617.5061804033342	-28929.501319272193	0.8053164873378748	2021.9919437866347	39.86996685057332	16.12484385769587	16.07733580808411	0.4331086454822935	26.364032658630318	0.3232987042414045	0.1710903639554398	0.17115833519400703	0.33445259660915183	0.2319688411910729	4.387803132010928E-4	4.387803132010923E-4	-28929.501319272193	0.0	-593.9103865646899
31100000	-29516.578162727492	-580.6922503992056	-28935.885912328285	0.8041603991095861	2021.993099874863	36.18000098480181	15.649922654072155	15.0813015937275	0.4044036842921216	25.297311573965438	0.3348970278115366	0.16737140908106574	0.16775920750738121	0.3299723556000196	0.408884223476598	5.03782325963901E-4	5.03782325963901E-4	-28935.885912328285	0.0	-557.8693691158496
31125000	-29489.16270953936	-552.9680753298927	-28936.194634209467	0.7040458559551469	2022.0932144180174	33.711482814281396	13.498704620710203	16.4225326674689	0.39983700579513665	17.12578807677494	0.33303104536262157	0.16938391772509592	0.16939231857135895	0.3281927183409267	0.5107326311382407	5.933098152640613E-4	5.933098152640611E-4	-28936.194634209467	0.0	-529.6464941766667
31150000	-29523.42649597902	-590.2870609017143	-28933.139435077304	0.7472797989340227	2022.0499804750386	36.69615933277967	39.53036236795051	12.394945610060246	0.2863250879204391	21.22339112376267	0.33055332815121885	0.16996058725393473	0.16870918608940552	0.33077689850544395	0.3425275462258566	4.838279217946927E-4	4.83827921794693E-4	-28933.139435077304	0.0	-569.7730599214833
31175000	-29546.44583439444	-600.9158021371527	-28945.530032257288	0.7283996419111817	2022.0688606320614	37.6490041089986	24.312387884058978	12.0306936304673	0.35204675758070697	32.56911791872122	0.3266005156579766	0.16974081436977115	0.1738887103237716	0.3297699596484838	1.348399123883785	5.160818847552913E-4	5.160818847552922E-4	-28945.530032257288	0.0	-578.1901652830464
31200000	-29521.18411096612	-596.5106331829589	-28924.673477783163	0.7210304831356228	2022.076229790837	38.484376864089164	20.70829230754866	17.874584494694023	0.40867488947378966	23.683943464991707	0.33070489867435565	0.16829248740336855	0.1721344569251786	0.32886815699710037	0.7375145534511623	4.993682782276296E-4	4.993682782276291E-4	-28924.673477783163	0.0	-570.1157342336143
31225000	-29553.43465431466	-605.4518036093807	-28947.98285070528	0.7991490045858475	2021.9981112693868	39.68644848631158	31.132826501701494	11.91058637441781	0.3225494976739243	25.62598657506279	0.3276705758550807	0.16759654127975743	0.17340302172164176	0.33132986114352325	0.1420026255802796	4.710514287872816E-4	4.710514287872822E-4	-28947.98285070528	0.0	-585.6142125859384
31250000	-29550.4036012901	-614.5438439229777	-28935.859757367125	0.9230401012855455	2021.874220172687	39.39024614998052	19.94006726307755	10.90620396381982	0.3715434437064053	26.091751841704053	0.3323271962409269	0.17049433375586215	0.1672355607603196	0.3299429092428944	0.29366872898245494	4.880725888998041E-4	4.8807258889980407E-4	-28935.859757367125	0.0	-595.8088545930796
31275000	-29490.218789001658	-567.2829162033983	-28922.935872798258	0.7870896909116191	2022.010170583061	34.43051009515606	30.093517401564387	9.414718458859245	0.24964947506621418	22.47793532875497	0.326628533960392	0.16402237014190763	0.16905795522499098	0.3402911406727125	0.5593624272342285	5.552097065032952E-4	5.552097065032955E-4	-28922.935872798258	0.0	-549.4542101126701
31300000	-29517.358616361405	-587.3785459938994	-28929.980070367506	0.8192291280481714	2021.9780311459244	36.460739319298526	25.15067247671525	10.556517480139899	0.3111110811531863	26.818853291190607	0.33546955129550926	0.16761594668245341	0.17052448365655484	0.32639001836548553	0.3599000093612173	4.96764513675466E-4	4.967645136754657E-4	-28929.980070367506	0.0	-568.5611154018803
31325000	-29466.116223677152	-540.602115706469	-28925.514107970685	0.7838106698313486	2022.0134496041412	32.475771679346586	12.731387437306264	13.547644391764194	0.372104740791821	21.51245108688055	0.3334593137769194	0.16707282963973105	0.1693747720635334	0.3300930845198194	0.8087360113906065	6.042258667775865E-4	6.042258667775858E-4	-28925.514107970685	0.0	-519.1046182687091
31350000	-29544.365503650082	-618.5643552984943	-28925.801148351587	0.7969553999931096	2022.0003048739795	39.87279829188129	15.99623370452904	13.705654036031598	0.43275392528782397	39.95463203998902	0.3257847185059967	0.1706752651088912	0.1717811604232895	0.33175885596182586	0.8605682898768544	5.003625805249836E-4	5.003625805249846E-4	-28925.801148351587	0.0	-595.0154734041963
31375000	-29527.478659720065	-594.7109244521112	-28932.767735267953	0.8788239815053766	2021.9184362924673	38.39816630427807	44.88324171727676	8.494848160443764	0.2210941392012	28.580379114394294	0.3290780317937189	0.171132475810034	0.1705850932272188	0.3292043991690316	0.9857621328426682	4.983838858114981E-4	4.983838858114982E-4	-28932.767735267953	0.0	-575.9661505777736
31400000	-29489.5934623272	-552.803979747802	-28936.7894825794	0.8291156914582266	2021.9681445825145	33.79910173511476	60.289113638056456	8.690993432057772	0.1569218753309651	29.954937041414652	0.337870703322318	0.1650109189418143	0.16740406614795536	0.3297143115879158	0.46759395738504556	5.990556249732228E-4	5.990556249732228E-4	-28936.7894825794	0.0	-534.4858998311184
31425000	-29519.84317724192	-582.8185304759087	-28937.02464676601	0.7939218817854572	2022.003338392187	36.78790509968229	46.06635761349169	7.961912942248853	0.1892666083890916	19.295208877380293	0.3378557980563786	0.1674746719297683	0.16740102487586747	0.32726850513798894	0.5474746584854865	4.967330382246056E-4	4.967330382246055E-4	-28937.02464676601	0.0	-566.3922734651745
31450000	-29497.388812231704	-558.2672689435278	-28939.121543288176	0.8566002564944297	2021.9406600174782	34.44279395294928	23.11805807715075	10.910001545191609	0.2955693661473635	24.35689721108374	0.33506170419447395	0.17142746349862362	0.16823397592604403	0.32527685638086173	0.08857151461651748	5.188803754629977E-4	5.188803754629984E-4	-28939.121543288176	0.0	-539.9576725169734
31475000	-29461.056949949496	-524.5079432766044	-28936.549006672893	0.6978935296137388	2022.0993667443588	31.011431183015617	9.161815558211359	20.88787956042829	0.42961069290272896	22.629141598806786	0.330612163025617	0.1671929466807839	0.16634900238433706	0.3358458879092654	0.015070416326954978	5.630494573294683E-4	5.630494573294678E-4	-28936.549006672893	0.0	-497.46814235839526
31500000	-29503.22498912994	-559.2793917836548	-28943.945597346286	0.7019606561036622	2022.095299617869	33.828405021586136	11.397858481420108	22.039321131903193	0.4263367099884022	27.170325462716928	0.3295112354158417	0.1704934630085355	0.1638482922519634	0.33614700932366254	0.4031693226360571	5.987027768824498E-4	5.987027768824491E-4	-28943.945597346286	0.0	-529.6519284664154
31525000	-29531.072867970925	-588.3058561911374	-28942.767011779786	0.8252796736439839	2021.9719806003286	37.05147245653781	14.664621473032232	12.952267801794678	0.3917706079916244	30.7797265558283	0.3268138232004013	0.1689991211106093	0.16832368559017322	0.3358633700988194	0.4006374254239174	5.616424675265763E-4	5.616424675265777E-4	-28942.767011779786	0.0	-567.2050147940728
31550000	-29555.837508016295	-610.5335479335041	-28945.30396008279	0.8610326396799053	2021.9362276342927	39.69241712723127	21.759689246840455	13.156019991800616	0.3835297636583378	18.74886372591887	0.32952491858171856	0.16656870108725558	0.17022701880684113	0.33367936152418776	0.20633781036357457	5.131066307512195E-4	5.131066307512194E-4	-28945.30396008279	0.0	-590.4099693386006
31575000	-29571.256413167343	-639.757964019872	-28931.49844914747	0.8941533270041823	2021.9031069469684	43.18998306728379	24.63326701278793	11.998102976779311	0.3977698056548212	30.824807079529563	0.32509843501133323	0.16896331172606205	0.17059394776608255	0.3353443054965253	0.09391927179940966	4.2451913012019976E-4	4.245191301201993E-4	-28931.49844914747	0.0	-619.7023264053148
31600000	-29567.007228572318	-644.6318468323096	-28922.37538174001	1.054329017177368	2021.7429312567951	43.914563817149975	42.878115480763555	7.305412953504586	0.22899348826096347	33.89016018978795	0.3296953056969655	0.16697343377600418	0.17132879238789606	0.3320024681391374	0.3644777089650575	3.991153265197417E-4	3.9911532651974187E-4	-28922.37538174001	0.0	-627.9284989056324
31625000	-29581.896749174128	-642.8297199890045	-28939.067029185124	0.8942744982657491	2021.9029857757068	43.005560942202656	23.977473955865197	10.723348586198375	0.3594272589218823	27.956097310792643	0.32838097083774137	0.16679167721215565	0.17336693754848814	0.331460414401618	0.4485441946047989	4.5787051700724217E-4	4.57870517007242E-4	-28939.067029185124	0.0	-623.6130147394845
31650000	-29538.024952652973	-593.3653008336905	-28944.659651819282	0.8171743301607085	2021.980085943812	37.77658509178637	14.432866404473119	16.426019657732837	0.4225047940695817	22.14021742471543	0.3340195384903057	0.17223404692732724	0.16557963556287306	0.32816677901949726	0.2937542017282289	5.515004313816566E-4	5.515004313816568E-4	-28944.659651819282	0.0	-569.8268443593387
31675000	-29559.717343827353	-620.9284066506158	-28938.788937176738	0.7456620022575574	2022.051598271715	40.62589167927847	21.12825375507637	15.8510869915696	0.40266979531649594	34.27116034547426	0.32035494506633294	0.16951336949290025	0.17078505076155875	0.3393466346792111	0.527704622140339	5.170482979651544E-4	5.170482979651532E-4	-28938.788937176738	0.0	-596.0314091403369
31700000	-29567.578043317575	-644.4849497027088	-28923.093093614865	0.8225720094339969	2021.9746882645386	44.3967190326616	31.15256075547619	12.960593450293088	0.38102528569850835	26.198041138696574	0.3275167512021668	0.16727371817283396	0.16986264465493686	0.33534688597006546	0.48253931659647004	4.713817729068641E-4	4.713817729068647E-4	-28923.093093614865	0.0	-622.8617093051907
31725000	-29618.97783100557	-671.7373995669096	-28947.24043143866	0.9366592804698609	2021.8606009935027	48.69624407716281	24.75043565604681	13.168595960518374	0.42397230379082707	20.020110791099324	0.3337247819308479	0.16635933067518952	0.17195435599748296	0.32796153139648254	0.2481293779854889	3.912749924635861E-4	3.912749924635864E-4	-28947.24043143866	0.0	-651.2408146756185
31750000	-29592.74302407129	-658.5627073656965	-28934.18031670559	0.892884821910574	2021.904375452062	46.72920232924764	29.25885008732806	14.89162608283023	0.41199605649167625	43.55219903086285	0.337137779626888	0.16692783334038308	0.16680855093760566	0.32912583609512597	0.05734481980925929	3.8161796572981226E-4	3.816179657298122E-4	-28934.18031670559	0.0	-634.5935730817779
31775000	-29604.541389684626	-663.5546896360604	-28940.986700048565	0.84869329378704	2021.9485669801857	46.75730590334003	19.264418965193432	17.877602331626182	0.4776711435233184	25.107447743269784	0.332525531246064	0.164560174418977	0.1692634740053663	0.3336508203295955	0.5123631341225273	4.174832345011414E-4	4.174832345011421E-4	-28940.986700048565	0.0	-637.539026716878
31800000	-29583.5134567693	-651.9882374556286	-28931.52521931367	0.8626765665454138	2021.9345837074272	44.96619842873926	27.603859704637337	13.926244710135537	0.402067503847297	37.08628747739576	0.32884869801576244	0.1628795538065926	0.1709152986376371	0.33735644954001026	0.1732436464327135	4.0419209950339277E-4	4.0419209950339277E-4	-28931.52521931367	0.0	-629.2486802884438
31825000	-29583.009700816958	-649.4737446182436	-28933.535956198713	0.9102196902687119	2021.887040583704	44.42064935798927	91.07282971659936	8.975330411746864	0.19170993048206425	36.01765201641236	0.33456647213261487	0.16779446292107839	0.16667699349333379	0.33096207145297546	0.7433643409314912	4.4766570795625826E-4	4.4766570795625783E-4	-28933.535956198713	0.0	-629.4290211889936
31850000	-29603.430142059817	-660.2671613394582	-28943.162980720357	0.9419372255568088	2021.8553230484158	45.96104234929304	28.82180360823645	9.490431987350867	0.3481460648932313	21.558820485337876	0.3341177526848147	0.16377675430179522	0.1686104529420846	0.3334950400713079	0.49613221604168894	4.3699019748882065E-4	4.3699019748882065E-4	-28943.162980720357	0.0	-642.6300168852831
31875000	-29574.508869037272	-633.7661990595868	-28940.742669977684	0.8197652453242211	2021.9774950286483	42.76949909017869	23.23072281472409	14.170777119405518	0.4071462958098557	27.39524253354338	0.3348662307159355	0.16139812085707197	0.1706066868777066	0.3331289615492881	0.47808500626887135	4.7885147048356565E-4	4.788514704835656E-4	-28940.742669977684	0.0	-611.1249861648469
31900000	-29557.620918107506	-625.4722332805844	-28932.148684826923	0.9039192045549717	2021.8933410694176	41.441221020933455	20.753277354146384	11.62616723433915	0.37351876703739545	23.276028465382755	0.3334934944297098	0.16865211473198272	0.16870585987643757	0.3291485309618722	0.15048101546293252	4.348478512654219E-4	4.348478512654224E-4	-28932.148684826923	0.0	-606.5389956505225
31925000	-29541.72237123793	-617.9630905114058	-28923.759280726525	1.0017735681398814	2021.7954867058327	40.32914127979649	35.322904947091956	6.117017631890396	0.20290950121826482	26.769185041289543	0.3284268388807242	0.16883341609180774	0.17000423099154646	0.332735514035924	0.42353781257299666	4.867431027415756E-4	4.867431027415758E-4	-28923.759280726525	0.0	-603.1228055161877
31950000	-29562.233629882834	-634.5514952855171	-28927.68213459732	0.937794185525025	2021.8594660884476	42.49088156475637	20.44984630328803	11.636074211189525	0.39483103381385787	27.63890781788945	0.33112168753030735	0.16813426442286822	0.1724362268927889	0.3283078211540379	0.27470348751359086	4.407579440346106E-4	4.407579440346104E-4	-28927.68213459732	0.0	-614.9572749281081
31975000	-29550.11220160596	-627.034459105061	-28923.0777425009	0.8705035753912401	2021.9267566985814	41.69811919963887	34.919530098061	10.333546152340595	0.3029420141665392	22.01274453201048	0.32994791641552934	0.16944883979885164	0.16708044496681854	0.33352279881880276	0.116843342318045	4.492167254314766E-4	4.4921672543147694E-4	-28923.0777425009	0.0	-609.0722739257044
32000000	-29569.05229002795	-648.9046827612218	-28920.14760726673	0.7965599115681353	2022.0007003624044	44.62122732002251	24.14580481516454	14.09613100801153	0.41702416605217985	23.215798696265377	0.33241176972136444	0.16958897855838626	0.16950239717930068	0.32849685454095096	0.770547089482613	4.5640760300893075E-4	4.564076030089303E-4	-28920.14760726673	0.0	-626.1160924965491
32025000	-29550.524455401668	-634.3331950534101	-28916.19126034826	0.7572853077254513	2022.0399749662472	42.66387924920005	16.31810690106767	17.408980717510005	0.4653142448747793	21.355931078791684	0.33096662278991823	0.1666906341804782	0.16942842672160716	0.3329143163079987	0.2793453375554406	4.441459143645797E-4	4.441459143645804E-4	-28916.19126034826	0.0	-609.8018908151981
32050000	-29590.369695520578	-667.8027402740736	-28922.566955246504	0.9162373322125562	2021.88102294176	46.77489437202174	34.578917113888664	11.492566991567033	0.36696102928632635	21.00643490216718	0.3341585944504847	0.1677935631847178	0.1644214529930917	0.333626389371708	0.749229829729252	4.034597749937591E-4	4.0345977499375857E-4	-28922.566955246504	0.0	-647.5352940666882
32075000	-29611.37187781465	-692.3871566271413	-28918.98472118751	0.9008256411240153	2021.8964346328487	50.134798663445345	22.77899268352225	13.745138818797207	0.5002597100499178	24.007689973318893	0.3318632924917265	0.16805801614793817	0.16772021932420444	0.3323584720361331	0.13523307128683767	3.4921498438728656E-4	3.4921498438728645E-4	-28918.98472118751	0.0	-671.1985155961365
32100000	-29655.27838336701	-711.2295625379381	-28944.048820829074	0.9526705274220241	2021.8445897465506	54.43356588107283	22.112475990143988	13.317470657938095	0.505279768268334	22.881170129738056	0.3349591534436008	0.1674120341079811	0.16786560888749494	0.32976320356092553	0.17029811204154255	3.317398340903678E-4	3.3173983409036736E-4	-28944.048820829074	0.0	-690.5424802645283
32125000	-29621.328466710285	-692.6475046682535	-28928.68096204203	0.9175616468234106	2021.879698627149	49.856682724488294	35.24742336983996	13.603251425879781	0.43009788649629316	31.347577014489637	0.3378749839271577	0.16308338053480917	0.16774490913621437	0.331296726401821	1.670113086076352	4.0342943932370547E-4	4.034294393237057E-4	-28928.68096204203	0.0	-667.4329927025586
32150000	-29567.486762331293	-648.2925054392164	-28919.194256892075	0.8443152357925665	2021.9529450381801	43.61599539791761	18.466829316736185	13.044227311447177	0.43832326392880094	29.276001484346338	0.33232611320063765	0.16690369502393365	0.16548932193561874	0.33528086983981215	0.5975945996151393	4.102833519605362E-4	4.10283351960536E-4	-28919.194256892075	0.0	-626.6023335416276
32175000	-29565.71371828065	-643.1591223567236	-28922.554595923928	0.7899786187496654	2022.0072816552229	44.2154243748729	19.594919946619942	17.374943919391786	0.4429707098877811	19.42891909240708	0.3328796192818054	0.16894226828915335	0.17254985502856982	0.3256282574004738	0.645241404855733	4.261152649668767E-4	4.261152649668763E-4	-28922.554595923928	0.0	-617.96353035624
32200000	-29550.960560583062	-625.5743144320154	-28925.386246151047	0.7949729582890123	2022.0022873156836	41.64570070727654	15.6159736630062	17.747920370576665	0.46233215632990504	25.826054718239558	0.33617732901563996	0.16643006564837384	0.16609148504909607	0.33130112028689246	0.22503060004649217	4.248232353790008E-4	4.2482323537900026E-4	-28925.386246151047	0.0	-600.4043386836032
32225000	-29548.473585559503	-629.8174310023637	-28918.65615455714	0.8246505832552716	2021.9726096907173	42.699507858572744	17.932024519473668	16.478605623138204	0.4415754894682486	24.482718934117003	0.33124934413423446	0.16115878862595331	0.1691501129046768	0.3384417543351378	0.4155887652841247	4.5690824317029874E-4	4.5690824317029836E-4	-28918.65615455714	0.0	-605.5268299319978
32250000	-29549.699743408044	-621.7484491171173	-28927.951294290928	0.768939763901996	2022.0283205100707	40.38170258339301	20.403650250351642	16.41834154506843	0.4200522223044994	25.58784328049911	0.3277395361641456	0.1727615080842273	0.17250440607098871	0.32699454968064073	1.6537389107603677	5.296537900977301E-4	5.296537900977302E-4	-28927.951294290928	0.0	-594.8058070580271
32275000	-29546.32677476664	-611.6488515511879	-28934.67792321545	0.8357760568250945	2021.9614842171475	39.18343732212094	14.170733392004903	16.426254714100207	0.44985851333357113	25.358202279352422	0.32213347853830043	0.16891235540268218	0.17304594913847557	0.3359082169205441	0.27889559117694357	5.126754677536976E-4	5.126754677536974E-4	-28934.67792321545	0.0	-587.8344433962815
32300000	-29542.87769702779	-620.5309835160707	-28922.34671351172	0.8030810317264038	2021.9941792422462	40.03058697476857	13.061866904928328	15.397766037592033	0.46612223403335945	31.763512451640892	0.3303746138084179	0.16340981510688077	0.17199199970817883	0.3342235713765247	0.7081433814434382	5.18228952051175E-4	5.182289520511748E-4	-28922.34671351172	0.0	-596.4047276979135
32325000	-29553.402078420204	-616.7235854673027	-28936.678492952902	0.8222856827545746	2021.974974591218	39.883833274108326	17.101921936084427	14.248453031215227	0.4195606873833263	25.586823106352224	0.33130171478186854	0.1690653361783965	0.16829943886056353	0.3313335101791738	0.24302807170569826	5.677211566469588E-4	5.677211566469594E-4	-28936.678492952902	0.0	-594.9488736495775
32350000	-29548.526351546134	-628.8051025133585	-28919.721249032777	0.8062351898673082	2021.9910250841053	41.646612121994785	21.989428768037858	13.298745791597083	0.4030891142177251	25.853943281053763	0.3334386624236891	0.16635450830899373	0.16328722119989506	0.33691960806742455	0.2769061875422075	4.578937060365889E-4	4.5789370603658853E-4	-28919.721249032777	0.0	-607.6356479156011
32375000	-29573.35831195275	-632.1900692481098	-28941.16824270464	0.8503872235705835	2021.946873050402	41.27586431878509	19.402134390238604	16.62065284668487	0.4349586190120954	36.19205591375131	0.33576349829055147	0.16434558580937914	0.16962995265705544	0.33026096324301635	0.041496555133578514	4.4859701627576065E-4	4.485970162757608E-4	-28941.16824270464	0.0	-607.4372089247777
32400000	-29571.454102060812	-636.2390140735486	-28935.215087987264	0.874589123261552	2021.922671150711	42.614127279532156	51.601212272328226	12.721072427430704	0.3036835617713572	23.78918337245061	0.3308254085381586	0.16520134853586102	0.17025385702513235	0.3337193859008504	0.3724914971088753	4.597472338968115E-4	4.597472338968114E-4	-28935.215087987264	0.0	-614.8040796754096
32425000	-29559.882936212412	-611.1310202186124	-28948.7519159938	0.85078691798422	2021.9464733559885	39.51517759661092	14.720220600138727	13.8783570232456	0.4224179146209394	27.588141832375076	0.3393864778398987	0.16632224326697984	0.1708249618638448	0.323466317029279	0.4774573345653617	5.015161495411367E-4	5.015161495411369E-4	-28948.7519159938	0.0	-589.2223288010407
32450000	-29530.81023006463	-600.97121348702	-28929.83901657761	0.7666259528387349	2022.030634321134	38.95471254044579	30.846645921554344	14.756869198968126	0.3512583741660328	25.994762213591322	0.32696215669309153	0.17397016143525296	0.16899385914933238	0.33007382272232555	0.30388154535967776	5.164007249256784E-4	5.164007249256786E-4	-28929.83901657761	0.0	-577.9379466564164
32475000	-29558.762251758453	-624.3280059086379	-28934.434245849814	0.8166435589691998	2021.9806167150034	41.1015678619941	21.504399114249306	14.96526036148552	0.40768290349794567	17.149846484195876	0.3271104140688833	0.166804197245049	0.16994953857845932	0.33613585010761077	0.30668749553198105	4.7709538038851146E-4	4.770953803885115E-4	-28934.434245849814	0.0	-602.4030654201558
32500000	-29563.1108155402	-627.0856194663444	-28936.025196073857	0.8412770427029425	2021.9559832312696	40.84318374934867	12.342257864951174	17.977412515864895	0.4739102070879264	25.546478481899886	0.33376763506434187	0.16499569841248504	0.16730066269353142	0.3339360038296441	0.40558587522835304	4.4997733589422693E-4	4.499773358942266E-4	-28936.025196073857	0.0	-601.5868360007397
32525000	-29536.838348305428	-587.3986735910743	-28949.439674714355	0.8237355264254229	2021.9735247475471	36.63765186474517	20.155686980502946	11.594884027891855	0.34753089140884236	34.07233353692065	0.3346252261345558	0.16321445500488818	0.17354369471963976	0.3286166241409188	0.3928276586346267	5.264823439923153E-4	5.264823439923148E-4	-28949.439674714355	0.0	-567.0900026136403
32550000	-29568.52037256046	-637.116747999471	-28931.403624560986	0.9410752949760592	2021.8561849789965	42.453490742619884	40.0428986048127	8.985818645083256	0.27947116048738474	22.359084730410437	0.33346634169707684	0.16530246474522906	0.16882832122722077	0.332402872330476	0.24701727087591796	4.477682495612308E-4	4.477682495612303E-4	-28931.403624560986	0.0	-620.068450631101
32575000	-29611.21521968585	-651.1864793477579	-28960.028740338093	0.940391735088892	2021.8568685388836	44.735067355209885	27.80595124435462	12.419138719576964	0.3983775073111197	24.985332408054273	0.3329947629973823	0.1764275263065077	0.17041241296871024	0.3201652977274025	0.24361249004734298	4.2533471047486116E-4	4.253347104748613E-4	-28960.028740338093	0.0	-630.8115961368994
32600000	-29607.16701301761	-653.2901326062308	-28953.87688041138	0.8374693846299185	2021.9597908893427	46.150463636629595	39.71219637325692	14.729077365951973	0.3826168248993045	27.230121672091393	0.33359604311408886	0.16585208818325595	0.17135218627736912	0.3291996824252888	0.28851091875854046	3.783891300708289E-4	3.7838913007082924E-4	-28953.87688041138	0.0	-629.9485580794106
32625000	-29595.123767609257	-650.9832915702585	-28944.140476039	0.8463487412072461	2021.9509115327653	44.03169894630571	25.27323756769029	11.6315927589833	0.3933309454602332	20.69781983932823	0.32499806159784017	0.16474830153207623	0.16687347654169263	0.34338016032839375	0.5278148543909502	4.197457193654067E-4	4.19745719365407E-4	-28944.140476039	0.0	-631.3672472196954
32650000	-29608.69306090062	-661.8545310838641	-28946.838529816756	0.8274039234117982	2021.9698563505608	47.250347145578836	25.323993238936055	14.27128566725374	0.4270800268452003	20.44525663110834	0.33117934587448206	0.16751642667107625	0.16674504985584546	0.3345591775985991	0.33845146819781324	3.6603451938727803E-4	3.6603451938727846E-4	-28946.838529816756	0.0	-640.0036946732998
32675000	-29595.584996733658	-640.2732766745	-28955.31172005916	0.8522405509388437	2021.9450197230337	43.33237981784584	17.813660144585207	16.36660498257058	0.4532010920029794	22.216883124403896	0.32874973047994277	0.16868107550117134	0.17186649391272144	0.3307027001061673	0.3585408376411923	3.854965336263601E-4	3.8549653362636E-4	-28955.31172005916	0.0	-616.446103319811
32700000	-29573.737497652197	-635.8261465996458	-28937.91135105255	0.8047368291108506	2021.9925234448617	44.09563789209621	23.366314006304837	17.599182222787043	0.4317503247716006	19.590490077397977	0.3290862993895508	0.16620440758696997	0.17297347678488098	0.3317358162386012	0.3396454348040583	4.204391124401462E-4	4.2043911244014665E-4	-28937.91135105255	0.0	-610.8227553003113
32725000	-29599.820214778483	-659.7481546038091	-28940.072060174673	0.8718622914776409	2021.925397982495	45.92482462578306	16.812208945912072	18.56026951670159	0.49484407047907286	33.27171493050717	0.33366806117873576	0.1731115777035293	0.16533149945745143	0.3278888616602864	0.22555700525235825	4.2795422367101636E-4	4.27954223671017E-4	-28940.072060174673	0.0	-633.0520961743024
32750000	-29600.127006504714	-666.1313127714243	-28933.99569373329	0.9625566481078577	2021.8347036258647	46.711287469593614	25.17341454405327	11.902472831053592	0.4071826311178869	21.343474343762317	0.32415510044453705	0.17130162008147204	0.17535249393398716	0.32919078554000647	0.4650594881940042	3.671401662141746E-4	3.671401662141744E-4	-28933.99569373329	0.0	-646.302928088558
32775000	-29607.781374845752	-665.8619584399274	-28941.919416405824	0.9287018840463784	2021.8685583899262	46.50242387902609	20.200256350115016	12.876511743842576	0.46154495386366223	25.72921383968439	0.32784071421315125	0.16400027452043847	0.16997314918137818	0.3381858620850348	0.2609008646572561	3.919718823603477E-4	3.9197188236034713E-4	-28941.919416405824	0.0	-645.243415200062
